id,text,stance,Novelty_Quora,Emotion_Label,com_femotion
1.25E+18,4000 ventilators in a warehouse is called preplanning for future needhydroxychloroquine is life saving for patients with autoimmune diseases and for what its designed fornot to be hoarded for covid 19 which it is unproven  treatment,1,0,0,0
1.25E+18,people with lupus are having a hard time getting this drug which hasnt had authorization to administer to the general public yet to fight coronavirus trumpfakenews lupuswarrior hydroxychloroquine hopes lupus patients face shortages,1,0,1,0
1.25E+18,1 the efficacy of hydroxychloroquine in the treatment of covid19 patients has to date not been proved per  further we also rate them borderline questionable and factually mixed due to poor sourcing holding editorial positions that are contrary to ,1,1,1,1
1.25E+18,why are we not using hydroxychloroquine game changer infectious disease doc believes hydroxychloroquine is beginning of the end of pandemic  via,2,1,1,1
1.25E+18,chloroquine with azithromycin shows 100 success rate in treating coronavirus in 6 days should we use these,2,1,0,1
1.25E+18,orange man bad hate trump no matter what  and now hydroxychloroquine rated most effective therapy by doctors for coronavirus global survey,2,1,0,1
1.25E+18,doctors see evidence of hydroxychloroquine benefits in fighting coronavirus via,2,1,1,1
1.25E+18,trump vindicated over 6000 doctors rate hydroxychloroquine most effective therapy for coronavirus,2,1,0,1
1.25E+18,hydroxychloroquine rated most effective therapy by doctors for coronavirus global survey tcot,2,1,1,1
1.25E+18,media will never allow hydroxychloroquinetrumppills to cure the coronaviruspandemictheyll hound any doctor or hospital who use it to cure covid19 to the ends of the earthlives do not matter to the leftonly removing trump matters to themlike joementiapelosi,2,1,0,1
1.25E+18,clearly not because leading virologists have declared hydroxychloroquineandazithromycin a game changer and the end of covid19,2,1,1,1
1.25E+18,efficacy of hydroxychloroquine in patients with covid19 results of a randomized clinical,2,1,1,1
1.25E+18,efficacy of hydroxychloroquine in patients with covid19 results of a randomized clinical,2,1,1,1
1.25E+18,orange man bad hate trump no matter what  and now hydroxychloroquine rated most effective therapy by doctors for coronavirus global survey,2,1,0,1
1.25E+18,trump vindicated over 6000 doctors rate hydroxychloroquine most effective therapy for coronavirus,2,1,0,1
1.25E+18,my president  trump vindicated over 6000 doctors rate hydroxychloroquine most effective therapy for coronavirus,2,1,0,1
1.25E+18,hydroxychloroquine rated most effective therapy by doctors for coronavirus global survey via,2,1,1,1
1.25E+18,consensus hydroxychloroquine rated most effective therapy by doctors for treating the wuhan china coronavirus theres minority says it does not work via,2,1,1,1
1.25E+18,trump vindicated over 6000 doctors rate hydroxychloroquine most effective therapy for coronavirus,2,1,0,1
1.25E+18,media and cnn is evil  after mocking trump for promoting hydroxychloroquine journalists acknowledge it might treat coronavirus  fox news,2,1,1,1
1.25E+18,an international poll of more than 6000 doctors rated hydroxychloroquine most effective therapy for coronavirus ,2,1,1,1
1.25E+18,watch infectious disease specialist says chloroquine combo is an absolute game changer the beginning of the end of pandemic  the right scoop,2,1,1,1
1.25E+18,coronavirus after mocking trump for promoting hydroxychloroquine journalists acknowledge it might treat,2,1,0,0
1.25E+18,so dr oz is on hannity quoting anecdotal evidence from china and turkey about the use of hydrochloroquine to combat covid19  and hannity is the one blamining china for the pandemic,1,1,0,0
1.25E+18,dr stephen smith on effectiveness of hydroxychloroquine i think this is the beginning of the end of the pandemic,2,1,1,1
1.25E+18,fox news after mocking trump for promoting hydroxychloroquine journalists acknowledge it might treat coronavirus,2,1,0,1
1.25E+18,hydroxychloroquine rated most effective therapy by doctors for coronavirus global survey via ,2,1,1,1
1.25E+18,hydroxychloroquine rated most effective coronavirus treatment poll of doctors finds via,2,1,1,1
1.25E+18,coronavirus cure french researchers completed new additional study on 80 patients results show a combination of hydroxychloroquine and azithromycinto be effective in treating covid19,2,1,1,1
1.25E+18,sent hospital ships to ny and ca fasttracked chloroquine 22 trillion stimulus bill decoupling from china supply chain diversification bring key manufacturing home strengthening borders tighten immigration policy etc  meanwhile the democrats were in denial amp not helping,2,1,0,1
1.25E+18,light always overcomes darkness   radicaldemocrats its not a conspiracy its oligarchy psychopathy and greed to try and regain power trump vindicated over 6000 doctors rate hydroxychloroquine most effective therapy for coronavirus,2,1,1,1
1.25E+18,the zpak is mostly to ward off bacterial infection but it has proven to add to the speed of ending the covid19 above using hydroxychloroquine,2,1,1,1
1.25E+18,whatgov cuomo of ny refuses to use a life saving drug for coronovirues get with the program hydroxychloroquineandazythromyacin zinc,2,1,0,1
1.25E+18,detroit rep says hydroxychloroquine trump helped save her life amid covid19 fight topbuzz,2,1,1,1
1.25E+18,democrat state rep from michigan says hydroxychloroquine president trump helped save her life after she tested positive for coronavirus    trump,2,1,0,1
1.25E+18,miscreant we are learning he is profiting from pharmaceutical companies blatantly lying about cure for covid19 american people unable to get chloroquine the med he keeps pushing,1,1,1,1
1.25E+18,la doctor seeing success with hydroxychloroquine to treat covid19 via,2,1,0,0
1.25E+18,trump i have asked us pharma ceos to offer boris johnson experimental covid19 treatmentstrump keeps promoting antimalarial drug hydroxychloroquine as a gamechanger although his own health officials have said there is no proof they are effective,1,1,1,1
1.25E+18,always about trump  the investigative news site sludge reports a top trump backers advocacy group fueled with funds from big pharma bernie marcus has been pushing trump to approve the use of hydroxychloroquine for treating via rawstory,1,1,1,0
1.25E+18,liberals are officially a farce instead of believing that trump wants chloroquine  zinc to work to save lives beat coronavirus and put the economy back on track they actually think he must have some financial tie to its sale  they are a parody now covid19,2,1,0,0
1.25E+18,detroit rep says hydroxychloroquine trump helped save her life amid covid19 fight via,2,1,1,1
1.25E+18,hydroxychloroquine maker paid michael cohen for trump access  law amp crime,1,0,0,0
1.25E+18,you want some real news i read every word of this and its spot on drs at street level all everywhere talking about detailed medical info about exactly how covid19 works and why hydroxychloroquine a malaria drug is,2,1,0,1
1.25E+18,i think im onto something big here does hydrochloroquine stop the harmful effects of 5gthe actual cause for coronavirus it stops the harmful effects of chemoradiation in most cases i really think this is why the miraculous turnaround in most,2,1,1,1
1.25E+18,why is trump so anxious to get hydroxychloroquine used to fight covid 19  since the only thing that motivates him is money hes got to be lined up to make a fortune if this drug is approved,1,0,1,1
1.25E+18,according to doctors treating covid19 patients 200mg of hydroxychloroquineplaquenil repeated every three weeks plus zinc got cured the hydroxychloroquine opens up the virus walls while the zinc inside kills it,2,1,0,1
1.25E+18,chloroquine is a potent inhibitor of sars coronavirus infection and spread,2,1,0,1
1.25E+18,wow the same people telling us that hydroxychloroquine is a dangerous drug are now claiming that trump is responsible for jeopardizing the lives of lupus patients by doctors prescribing it for,2,0,1,1
1.25E+18,welli wonder why this story isnt all over the media  she will be thrown out of the democrat party in no time detroit rep says hydroxychloroquine trump helped save her life amid covid19 fight,2,1,1,1
1.25E+18,detroit democrat rep credits hydroxychloroquine and trump with saving her life in coronavirus fight ,2,1,0,1
1.25E+18,there is no evidence of hydroxychloroquine working against coronavirustoo much of this medicine will damage your lungs beyond repairthats a fact,1,0,1,1
1.25E+18,interview rep whitsett  she says she survived covid 19 with hydroxychloroquine you say you present both sides and youre  not partisan interview her,2,1,1,1
1.25E+18,detroit rep says hydroxychloroquine trump helped save her life amid covid19 fight,2,1,1,1
1.25E+18,navarro whos not on the coronavirus task force although crashing meetings amp fighting with drs fauci amp birx over the use of hydroxychloroquine thinks his social science degree compares to their medical degrees amp made up an expert to make him sound credible unbelievable,1,1,1,1
1.25E+18,so glad you are recovering thank you for going on ingrahamangle and sharing your story covid19 covid19 coronavirus hydroxychloroquineandazithromycin hydroxychloroquine,2,1,0,0
1.25E+18,hydroxychloroquine rated most effective therapy by doctors for coronavirus global,2,1,1,1
1.25E+18, for  get well quick chloroquinequick,2,1,1,1
1.25E+18,amp his corrupt familycabal profit from hydroxychloroquine if it is an accepted covid19 treatment no wonder hes hawking it on tv like the snake oil salesman that he is it may still kill ppl so you can add those deaths to all the other ppl trump has killed,1,0,0,0
1.25E+18,starting to look like the medias more intrigued by park graves and morgue trucks than a possible curehydroxychloroquine,1,1,1,0
1.25E+18,stop embarrassing yourself fakeindian  the world knows and the science is clear hydroxychloroquine rated most effective coronavirus treatment poll of doctors finds via,2,1,1,1
1.25E+18,it amazes me that the msm etc and some medical professionals are dismissing the successes that hydroxychloroquine is having on coronavirus patients in realtime to me these results now are better than any clinical trial truth godblessusa phil413,2,1,0,1
1.25E+18,here is the treatment plan doctors across the country are implementing for covid19 coronavirus patients for inpatient amp outpatient settings with  hydroxychloroquine azithromycin zinc vitaminc,2,1,1,1
1.25E+18,another day in the pandemic without having had to use or pronounce hydroxychloroquine,1,0,1,0
1.25E+18,hey liberals trump was right again  governor cuomo admits hydroxychloroquine is working and is now relaxing restrictions on the medication for use against the coronavirus  cuomo use of antimalarial drug in new york hospitals anecdotally,2,1,1,1
1.25E+18,giving credit where credit is due it doesnt hurt  report detroit dem rep with covid19 says hydroxychloroquine and president trump saved her life,2,1,1,1
1.25E+18,if hydroxychloroquine becomes an accepted treatment several pharmaceutical companies stand to profit including shareholders and senior executives with connections to the president mr trump himself has a small personal financial interest in sanofi,1,0,1,1
1.25E+18,drugs  chloroquine amp hydroxychloroquine  have been identified as potential covid19 treatments based on lab tests and small limited studies in humansthe drugs have been identified as potential covid19 treatments,2,1,1,1
1.25E+18,cuando te perdieron todo el respeto day after day the salesman turned president has encouraged coronavirus patients to try hydroxychloroquine with all of the enthusiasm of a real estate developer,1,0,0,0
1.25E+18,so nobody taking hydroxychloroquine because they have lupus has died or gotten coronavirus  very interesting,2,0,0,1
1.25E+18,stay focused on lack of testing ppe and ventilators hydroxychloroquine is a distraction its a generic drug manufactured by a number of companies around the world there are a lot better companies youd invest in if you were trying to make money off the virus,1,0,1,0
1.25E+18,dnc while the other dems cry because something helped wakeupamerica democratic state lawmaker says trump touting hydroxychloroquine as coronavirus treatment saved her life,2,1,1,1
1.25E+18,she was just on with nice interview she had known about hydroxychloroquine due to lyme disease but had no idea about its use for the coronavirus until spoke about it in the daily presser she credits him with helping her amp americans in need,2,1,1,1
1.25E+18,patient says hydroxychloroquine saved his life  fox,2,1,1,1
1.25E+18,the snakeoil salesmaninchief is using his daily pressers to promote hydroxychloroquine to coronavirus patients so what do i know he conceded to reporters at his daily briefing im not a doctor but i have common sense no he probably owns stock,1,0,0,0
1.25E+18,detroit democrat rep credits hydroxychloroquine and trump with saving her life in coronavirus fight,2,1,0,1
1.25E+18,detroit rep says hydroxychloroquine trump helped save her life amid covid19 fight via,2,1,1,1
1.25E+18,why wover 6k worldwide using hydroxychloroquine as the 1st line to stop covid19weffective results yet drfauci himself in 70s used off label medications to bring effective results to medical emergencies so why downplay hydroxychloroquine wworldwide success,2,1,1,1
1.25E+18,if you get the corona virus refuse hydroxychloroquine treatment tell your doctor to enroll you in the control group of the study,1,0,1,0
1.25E+18,theres no evidence hydroxychloroquine works better than placebo in a double blind study anywhere,1,0,1,1
1.25E+18,hydroxychloroquine has also been proven to be prophylaxis for coronavirus per lupus patients who take it routinely amp are not getting covid19 it should be used as such in counties whigh infection rates ampsurrounding counties dobbs donaldtrump,2,1,0,0
1.25E+18,la doctor covid19 patients go from very ill to symptomfree in 8 to 12 hours using hydroxychloroquine and zinc,2,1,0,1
1.25E+18,doctor on unproven drug you could lose your life dr harris president of ama would not prescribe hydroxychloroquine to anyone no evidence the drug is effective amp safe for preventing or treating,1,0,0,0
1.25E+18,karen whitsett michigan representative says president trump helped save her live with hydroxychloroquine,2,1,0,0
1.25E+18,published study 2005 showed chloroquine effective vs corona virus fauci nih head since 1984 touted drug back in 2005  with clinical success reported by 6100 docs worldwide why is fauci hesitant now 75 yo drug near zero untowrd,2,1,1,1
1.25E+18,you are very professional objective and unbiased lmao what is wrong with you how can you be so unprofessional its mindboggling your quote about hydroxychloroquine was beyond ignorant tons of doctors have had great results with it treating their covid patients,2,1,1,1
1.25E+18,la doctor covid19 patients go from very ill to symptomfree in 8 to 12 hours using hydroxychloroquine and zinc,2,1,0,1
1.25E+18,covid19 china  most likely the reason the liberal media keeps bashing trump and hydroxychloroquine is if ppl stay out of work trumps economy will fail and possibly cost him the election when ppl know it works theyll go back to work trumps economy will be saved,2,1,0,1
1.25E+18,hi dr oz my name is suzannah and im imploring you to explain to people some specifics of hydroxychloroquine its already been stated that its been in use for 65 years and seems to be working against covid 19 i think it would be helpful if you explained the following,2,1,1,1
1.25E+18,who knows if this will help anyone but unlike hydroxychloroquine it most definitely wont hurt you staysafebewell covid19,1,1,1,0
1.25E+18,utah democratic congressman ben mcadams took hydroxychloroquine for his coronavirus  mrmcadamssaid he took the hydroxychloroquine alone and not in combination with azithromycin an antibiotic  mr mcadams has,2,1,1,1
1.25E+18,if i end up with the wuhan virus im going to insist on hydroxychloroquine,2,1,1,1
1.25E+18,doctor on unproven drug you could lose your life dr harris president of ama would not prescribe hydroxychloroquine to anyone no evidence the drug is effective amp safe for preventing or treating ,1,0,0,0
1.25E+18,published study 2005 showed chloroquine effective vs corona virus fauci nih head since 1984 touted drug back in 2005  with clinical success reported by 6100 docs worldwide why is fauci hesitant now 75 yo drug near zero untowrd effects,2,1,1,1
1.25E+18,now the communiststooges will come out and say billgatesvaccine is more effective for billgatesvirus chinesevirus than hydroxychloroquineandazithromycin give us a break enemyofthepeople,2,1,1,1
1.25E+18,but of course trump himself has a small personal financial interest in sanofi the french drugmaker that makes plaquenil the brandname version of hydroxychloroquine,1,0,0,0
1.25E+18,the good news the cascade of blood clots hypothesis explains why plaquenil  hydroxychloroquine and vitamin c both work to treat covid the antimalarials are also weakly anticoagulant and vitamin c protects the lining of blood vessels which prevents clots from forming,2,1,1,1
1.25E+18,the media is claiming that chloroquine doesnt cure the virus the mounting evidence though shows it reduces acute symptoms even though it doesnt completely remove the virus from the body important new evidence from a multinational physician network,2,0,1,1
1.25E+18,democratic state representative karen whitsett of detroit has recovered from covid 19 she says it was the combination of the drug hydroxychloroquine and president trump that saved her life,2,1,0,0
1.25E+18,a democratic state representative from detroit is crediting hydroxychloroquine  and republican president donald trump who touted the drug  for saving her in her battle with the coronavirus  btw im an independent  thankyoupresidenttrump,2,1,1,1
1.25E+18,this man is stupid here is an article witten by dr william haseltine on 3 april 2020 the efficacy of drugs like chloroquine which treat the respiratory consequences of infection but dont attack the virus directly is also not yet known,1,1,1,0
1.25E+18,2005 study showed chloroquine effective vs corona virus fauci nih head since 1984 touted drug back in 2005  with clinical success reported by 6100 docs worldwide why is fauci hesitant now 75 yo drug near zero untowrd effects,2,1,1,1
1.25E+18,newsweek some swedish hospitals have stopped using chloroquine to treat covid19 after reports of severe side,1,0,1,0
1.25E+18,state rep karen whitsett who learned monday she has tested positive for covid19 said she started taking hydroxychloroquine on march 31 prescribed by her doctor after both she and her husband sought treatment for a range of symptoms on march 18,2,1,1,1
1.25E+18,how many covid19 patients have democrats  and killed by denying the efficacy of hydroxychloroquine amp zpak combo,2,1,1,1
1.25E+18,why fauci has american blood on his hands a democratic state representative from detroit is crediting hydroxychloroquine  and republican president donald trump who touted the drug  for saving her in her battle with the coronavirus  anti hydroxy fauci,2,1,1,1
1.25E+18,absolutely doctors have been legally prescribing off label for years these governors have no authority to interfere with doctorpatient treatment it is none of their damn business really cuomo forced dr oz to stop his clinical trial of hydroxychloroquine ,2,1,1,1
1.25E+18,keeps pushing hydroxychloroquine because he will make money from it  its not about us its not about making people healthy its about lining his pockets,1,1,1,0
1.25E+18,dr vladimir zelenko has now treated 699 coronavirus patients with 100 success using hydroxychloroquine sulfate zinc and zpak updates,2,1,1,1
1.25E+18,and nyt is reporting what we all suspected mr trump himself has a small personal financial interest in sanofi the french drugmaker that makes plaquenil the brandname version of hydroxychloroquine,1,0,0,0
1.25E+18,if hydroxychloroquine becomes an accepted treatment several pharmaceutical companies stand to profit including shareholders and senior executives with connections to the president,1,0,1,0
1.25E+18,extremely normal graf  mr trump himself has a small personal financial interest in sanofi the french drugmaker that makes plaquenil the brandname version of,1,0,0,0
1.25E+18,youre a fucking idiot i work with covid19 patients azithromycin and hydroxychloroquine are what is used to treat and cure covid19 you need to stick with what you know doing nothing,2,1,1,1
1.25E+18,i dont listen to trump for medical advice i listen to the doctors that work for trump  yes of course dr anthony faucis reply when he was asked if he would give hydroxychloroquine to a patient infected with covid19 if fauci was a practicing md  any questions,2,1,0,0
1.25E+18,the line in the article says it allthe salesman turned president has encouraged coronavirus patients to try hydroxychloroquine with all of the enthusiasm of a real estate developer,1,1,1,1
1.25E+18,hydroxychloroquine covid19 coronavirus during a pandemic you morons just cannot stop yourselves  are the 6400 doctors,2,1,1,1
1.25E+18,democrat state rep from michigan says hydroxychloroquine president trump helped save her life after she tested positive for coronavirus,2,1,0,1
1.25E+18,hydroxychloroquine is unproven in coronavirus treatment donald trump is touting it because he who tried to buy exclusive rights to a german experimental covid19 vaccine has a financial interest in sanofi a brand manufacturer plaquenil he is touting hes a mercenary shit,1,0,0,0
1.25E+18,democrat state rep from michigan says hydroxychloroquine president trump helped save her life after she tested positive for coronavirus,2,1,0,1
1.25E+18,youre tweet is not aging well at all   a democratic state representative from detroit is crediting hydroxychloroquine  and republican president donald trump who touted the drug  for saving her in her battle with the,2,1,1,1
1.25E+18,democratic state lawmaker credits president trump and hydroxychloroquine with saving her life coronavirus covid19 ,2,1,0,0
1.25E+18,dr megan l ranney emergency physician at brown  there are side effects to hydroxychloroquine it causes psychiatric symptoms cardiac problems amp a host of other bad side effects people certainly have something to lose by taking it indiscriminately,1,1,1,0
1.25E+18,excerpt the isac said the article does not meet the societys expected standard some hospitals in sweden stopped providing hydroxychloroquine to treat the coronavirus after reports of adverse side effects according to swedish news media,1,0,1,0
1.25E+18,democrat state rep from michigan says hydroxychloroquine president trump helped save her life after she tested positive for coronavirus,2,1,0,1
1.25E+18,an excellent read on the why hydroxychloroquine may work against covid19 as it does against malaria  inthistogether,2,1,1,1
1.25E+18,p10 a new 2020 study showed an additional way hcq works it prevents the virus from attaching to host cell surface molecules the authors conclude our data do support the use of chloroquine amp preferentially hydroxychloroquine as 1st intention therapy for patients infected,2,1,0,1
1.25E+18,mr trump himself has a small personal financial interest in sanofi the french drugmaker that makes plaquenil the brandname version of hydroxychloroquine  covid19 ,1,0,0,0
1.25E+18,if trump is a medical expert how come his country is  going down the drain the most affected by the covid19  on the planet he lives up to his promise putting america first trump touts hydroxychloroquine as a cure for covid19 dont believe the,1,0,1,0
1.25E+18,la doctor covid19 patients go from very ill to symptomfree in 8 to 12 hours using hydroxychloroquine and zinc,2,1,0,1
1.25E+18,president trump has urged doctors to use hydroxychloroquine to treat covid19 patients despite pushback from his top infectious disease expert some familiar trump loyalists have also thrown their support behind the unproven treatment via,1,0,0,0
1.25E+18,navarro was right about this but that still doesnt make him right about pushing hydroxychloroquine until clinical trials establish safety and efficacy,1,0,1,1
1.25E+18,when will test sites rapid testing open for high high high risk people having underline medical conditions such as cancer diabetes kidney failure congenital heart failure to be given hydroxychloroquine if so wanted or the antibody so that they dont get covid19,2,1,1,1
1.25E+18,another doctor who used the combo of hydroxychloroquine with azithromycin with good results                    opinion what i learned running a beaumont covid19 floor via,2,1,1,1
1.25E+18,like clockwork  they are so predictable lets let everyone die instead of dispensing hydroxychloroquine   oh amp its ok if bill gates has a financial stake in his vaccine  ps i will never submit to taking a vaccine for cv19ever,2,1,1,1
1.25E+18,every anchor on hydroxychloroquine  its completely unproven against coronavirus  no shit you fucking halfwits  coronavirus is new  everything isnunproven against dammit these fucksticks annoy the hell outta me,1,0,1,0
1.25E+18,you think big pharma wants a cheap drug like hydroxychloroquine imported from india to cure covid19 there are  billions at stake here and now you know why fauci dismisses it fauci is reportedly a big pharma puppet trump knows this amp has sidelined him,2,1,1,1
1.25E+18,mr trump himself has a small personal financial interest in sanofi the french drugmaker that makes plaquenil the brandname version of hydroxychloroquine  is anyone surprised anyone covid19us,1,0,0,0
1.25E+18,its not proven to treat coronavirus so i think hes well in his rights to deny them hydroxychloroquine,1,1,1,0
1.25E+18,i like how no one  believed trump would ever promote hydrochloroquine bc he genuinely believed in its ability to help people,1,0,0,0
1.25E+18,all the hater sobs at fake news were infected with covid19 and their last resort was hydroxychloroquine they should all be refused the drug they are constent complainers nothing that anyone else does meets with their approval disgusting,2,1,1,1
1.25E+18,and here is the reason trump is drug pushing hydroxychloroquine,1,0,0,0
1.25E+18,hydroxychloroquinezinc worked on some v critically ill patients with covid19 in la it seems lets hope this works for all and is deemed,2,1,1,1
1.25E+18,these craven asshole are trying to make a profit off a global pandemic has a stake in french drugmaker of his fav hydroxychloroquine unfitforoffice gopcrimesyndicateexposed votegopout voteineptitudeout griftersgonnagrift,1,0,1,1
1.25E+18,some swedish hospitals have stopped using chloroquine to treat covid19 after reports of severe side effects,1,0,1,0
1.25E+18,swedish hospitals have stopped using chloroquine to treat covid19 after reports of severe side effects via rworldnews,1,0,1,0
1.25E+18,rep karen whitsett says it was less than 2 hours before she started to feel relief after taking hydroxychloroquine amp that trump helped save her life  now publish that on page one fakenews maga,2,1,0,1
1.25E+18,trump himself has a small personal financial interest in sanofi the french drugmaker that makes plaquenil the brandname version of hydroxychloroquine,1,0,0,0
1.25E+18,los angeles doctor said he is seeing significant success in prescribing the malaria drug hydroxychloroquine in combination with zinc to treat patients with severe symptoms of covid19,2,1,0,0
1.25E+18,youre just repeating nonsense that has not been factually proven to work taking hydroxychloroquine for the wrong reasons can quite literally kill you it already has killed people trying to cure covid19 themselves,1,0,1,0
1.25E+18,how else and why else would he even have learned the word hydroxychloroquine the man can barely read amp obviously has trouble retaining knowledge,1,0,1,0
1.25E+18,detroit rep says hydroxychloroquine trump helped save her life amid covid19 fight,2,1,1,1
1.25E+18,are you having our coronavirus patients being treated with hydroxychloroquine and zinc and zpac where appropriate the task force mentioned baltimore getting equipment have you requested team to provide the drug therapies for marylanders,2,1,1,1
1.25E+18,and the hundreds if not thousands of american doctors prescribing chloroquine to their coronavirus patients are all dr josef mengele ohio voters need to recall their idiot of a state representative,2,1,1,1
1.25E+18,already hot discussion around the world about the inappropriate claim trump made about hydrochloroquine as it is not an approved therapy for covid19  trumps claims had made the world to stockpile  this guy trum is loosing it,1,0,0,0
1.25E+18,detroit rep says hydroxychloroquine trump helped save her life amid covid19,2,1,0,0
1.25E+18,coronavirus patient says hydroxychloroquine saved his life foxnews,2,1,1,1
1.25E+18,major producer of hydroxychloroquine once paid michaelcohen hefty sum for access to,1,1,1,0
1.25E+18,good news amidst the doom amp gloom president trump called pm modi to request for hydroxychloroquine india made an exception amp allowed export of the medicine its these acts of humanity amp cooperation that will help us beat the,2,1,0,1
1.25E+18,hydroxychloroquine is gods knockout punch of covid19 the vaxers and gates and in imitable divine fashion the cure hcq  zinc  zpak is offpatent cheap and plentiful  blackhats didnt see it coming chuck and they cant defend against it  its uuge ,2,1,1,1
1.25E+18,i call bioweapon peaked  president trump was right again with hydroxychloroquine the covid 19 will now start to decline but wear your mask and the american people will naturally start up the republic again warm up the barbeques and put the beer on ice,2,1,0,0
1.25E+18,rudy giuliani just interviewed dr zelenko on covid19 so im sending the youtube link below  excellent news  hydroxychloroquine treatment effective on 699 patients via,2,1,1,1
1.25E+18,you want to cause chaos chloroquine is being effective in treating patients and do you recommend not to use it  whats your problem  you are a shame  chinese trash  viruschines viruschinese,2,1,1,1
1.25E+18,korea hydroxychloroquine treatment guidelines feb 13 2020 korea has the unfortunate experience of having suffered through a painful mers outbreak on the peninsula 10 years ago,2,1,0,1
1.25E+18,new research on hydroxychloroquine shows more positive signs it could be a treatment for covid19,2,1,0,0
1.25E+18,i call bioweapon peaked  president trump was right again with hydroxychloroquine the covid 19 will now start to decline but wear your mask and the american people will naturally start up the republic again warm up the barbeques and put the beer on ice,2,1,0,0
1.25E+18,trumpbacked antimalaria drug hydroxychloroquine is the most effective coronavirus treatment currently available doctors across europe the us and china have been given licence to prescribe but the uk is dragging its feet until clinical trials show it is safe and effective,2,1,0,1
1.25E+18,even fkn hungaryis going to get massive amounts of hydrochloroquine to its citizens but the muppets in charge in the uk are pissing about with 2 month trials whilst people are fkn dying im so angry right now coronavirus covid19,2,1,1,1
1.25E+18,hydroxychloroquine and azithromycin as a treatment of covid19 result,2,1,1,1
1.25E+18,hydroxychloroquine rated most effective therapy by doctors for coronavirus global survey via,2,1,1,1
1.25E+18,i call bioweapon peaked  president trump was right again with hydroxychloroquine the covid 19 will now start to decline but wear your mask and the american people will naturally start up the republic again warm up the barbeques and put the beer on ice,2,1,0,0
1.25E+18,i call bioweapon peaked  president trump was right again with hydroxychloroquine the covid 19 will now start to decline but wear your mask and the american people will naturally start up the republic again warm up the barbeques and put the beer on ice,2,1,0,0
1.25E+18,chloroquine along with antibiotics and zinc has been shown to reduce symptom severity in nearly all covid19 patients within 12 hours and facilitates recovery within a week theres various international studies supporting this all it lacks is fda approval,2,1,0,0
1.25E+18,explain to me why the liberals are fighting so hard to control or keep doctors from using hydroxychloroquine when its been proven to save peoples lives again and again when it comes to the china virus they dont want this to stop,2,1,1,1
1.25E+18,trump heralds hydroxychloroquine im not a doctor but i have common sense,1,0,0,0
1.25E+18,this as also posted a study that shows hydroxchloroquine  plaquenil doesnt help covid19,1,0,1,0
1.25E+18,they are scared to death that he could be right about hydroxychloroquinetheir worst nightmare is dt could save thousands of lives and kill this epidemic in record time,2,1,1,1
1.25E+18,they want to implement mandatory vaccines this pandemic was supposed to open the door but this hydroxychloroquine treatment stands in the way  alternativemedicine,2,1,1,1
1.25E+18,after todays white house press briefing its pretty clear to me that the media does not want hydroxychloroquine to work as a treatment for the coronavirus this is just another indictment of how crooked the media in us is despicable,2,1,1,1
1.25E+18,novartis commits to donate up to 130 million doses of hydroxychloroquine to support the global covid19 pandemic response  novartis,2,1,0,0
1.25E+18,covid19 six million doses of hydroxychloroquine donated to us despite lack of evidence,1,0,1,0
1.25E+18,hydroxychloroquine ratio of risk to potential benefit is exceptionally favorable  theres nothing to argue and nothing to debate about its use in covid19 based on data available to date,2,1,0,1
1.25E+18,hydroxychloroquine i would want this drug immediately if i got the corona virus please make this available to all that want and need it ,2,1,1,1
1.25E+18,and its 1234 can i get a ventilator and its 56789 can i get hydroxychloroquine and its 10 and 11 can i get tested for covid up in heaven foxnews maga cult dont you cry donthecon is on the case were all gonna die,2,0,0,0
1.25E+18,donald trump we bought 29 million hydroxychloroquine pills to treat the coronavirus,2,0,0,1
1.25E+18,read about the side effects of hydroxychloroquine sulfate there is no evidence that it is effective for the coronavirus,1,0,1,1
1.25E+18,its more to create awareness among people that fauci is standing between the simple cure for coronavirus  through chloroquine by creating scare about it as if its a new drug  has been around 40 yrs it seems but he will gladly take us all to mandatory bill gates vaccine ,2,1,0,1
1.25E+18,dear glen  he keeps dangerously pushing hudroxychloroquine is there some financial gain for him to do so why would a president go against the doctors and the scientist if he is so sure it is safe maybe he should try,1,1,1,1
1.25E+18,what if hydroxychloroquine does work to help with china virus ive heard reports that it does,2,1,1,1
1.25E+18,he said today in the context of go ahead and take it what do you have to lose that the has approved hydroxychloroquine and erythromycin for covid19 treatment  when was this medical breakthrough announced by the fda,1,0,1,0
1.25E+18,just listen to and buy you and your loved ones a resting place 6 feet under hydroxychloroquine saved my elderly neighbor last week diagnosed with covid2019 at the hospital last monday and was released on thursday thanks to hydroxychloroquine,2,1,0,0
1.25E+18,under law signed by president trump in 2018 righttotry  gileads coronavirus treatment remdesivir is already being used in washington state  compassionate use the fdas expanded access program  hydroxychloroquine  zpack antibiotics are covered,2,1,0,0
1.25E+18,trump continues to push for hydroxychloroquine for covid19 currently its only approved for lupus amp malaria but is currently in testing when a reporter asked him why he doesnt just wait for the test results trump said patients dont have time for testing he added only,1,0,0,0
1.25E+18,trump is touting a drug that has potentially fatal side effects he is an insane jackass  hydroxychloroquine  has potentially fatal side effects in some patients  eg go to 32563758,1,0,0,0
1.25E+18,brett samuels trump promotes use of drug for coronavirus im not a doctor but i have common sense  thehill coronavirus hydroxychloroquine systemiclupuserythematosus donaldtrump,1,0,0,0
